police_station,day_of_week,is_weekend,hour,total_violations_historical,n_distinct_junctions,top_junctions,latitude,longitude,vehicle_type,center_code
Adugodi,Monday,False,1,37,6,"[{'junction_name': 'No Junction', 'count': 22, 'share_pct': 59.5}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 8, 'share_pct': 21.6}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 3, 'share_pct': 8.1}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 2, 'share_pct': 5.4}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 1, 'share_pct': 2.7}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 2.7}]",12.9364321,77.6171816,CAR,5.0
Adugodi,Monday,False,2,28,4,"[{'junction_name': 'No Junction', 'count': 13, 'share_pct': 46.4}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 10, 'share_pct': 35.7}, {'junction_name': 'BTP123 - 10th Cross, Wilson Garden', 'count': 3, 'share_pct': 10.7}, {'junction_name': 'BTP138 - Sarjapur Road Check Post', 'count': 2, 'share_pct': 7.1}]",12.9354063,77.6178987,SCOOTER,5.0
Adugodi,Monday,False,3,36,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 25, 'share_pct': 69.4}, {'junction_name': 'No Junction', 'count': 9, 'share_pct': 25.0}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 2, 'share_pct': 5.6}]",12.9347204,77.6160604,CAR,5.0
Adugodi,Monday,False,4,58,4,"[{'junction_name': 'No Junction', 'count': 43, 'share_pct': 74.1}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 12, 'share_pct': 20.7}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 2, 'share_pct': 3.4}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 1.7}]",12.93361865,77.63030795,CAR,5.0
Adugodi,Monday,False,5,66,3,"[{'junction_name': 'No Junction', 'count': 44, 'share_pct': 66.7}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 20, 'share_pct': 30.3}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 2, 'share_pct': 3.0}]",12.9327492,77.631422,SCOOTER,5.0
Adugodi,Monday,False,6,86,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 42, 'share_pct': 48.8}, {'junction_name': 'No Junction', 'count': 39, 'share_pct': 45.3}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 5, 'share_pct': 5.8}]",12.935202050000001,77.6157041,SCOOTER,5.0
Adugodi,Monday,False,7,26,2,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 15, 'share_pct': 57.7}, {'junction_name': 'No Junction', 'count': 11, 'share_pct': 42.3}]",12.9357903,77.6154532,SCOOTER,5.0
Adugodi,Monday,False,8,16,2,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 12, 'share_pct': 75.0}, {'junction_name': 'No Junction', 'count': 4, 'share_pct': 25.0}]",12.936250099999999,77.61625505,MOTOR CYCLE,5.0
Adugodi,Monday,False,9,3,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 3, 'share_pct': 100.0}]",12.934289,77.6126848,CAR,5.0
Adugodi,Monday,False,10,4,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 4, 'share_pct': 100.0}]",12.9357423,77.6115019,SCOOTER,5.0
Adugodi,Monday,False,11,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9357689,77.6152735,PASSENGER AUTO,5.0
Adugodi,Monday,False,12,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9361444,77.6157915,CAR,5.0
Adugodi,Monday,False,13,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9358593,77.6152317,CAR,5.0
Adugodi,Monday,False,14,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9360635,77.6155162,PASSENGER AUTO,5.0
Adugodi,Monday,False,19,9,2,"[{'junction_name': 'No Junction', 'count': 7, 'share_pct': 77.8}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 2, 'share_pct': 22.2}]",12.9337486,77.6214745,MAXI-CAB,5.0
Adugodi,Monday,False,20,8,2,"[{'junction_name': 'No Junction', 'count': 7, 'share_pct': 87.5}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 12.5}]",12.9322183,77.63146795,MOTOR CYCLE,5.0
Adugodi,Monday,False,21,30,4,"[{'junction_name': 'No Junction', 'count': 19, 'share_pct': 63.3}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 6, 'share_pct': 20.0}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 4, 'share_pct': 13.3}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 1, 'share_pct': 3.3}]",12.93469185,77.62415705000001,CAR,5.0
Adugodi,Monday,False,22,62,6,"[{'junction_name': 'No Junction', 'count': 37, 'share_pct': 59.7}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 13, 'share_pct': 21.0}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 8, 'share_pct': 12.9}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 2, 'share_pct': 3.2}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 1, 'share_pct': 1.6}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 1.6}]",12.935416700000001,77.6212925,SCOOTER,5.0
Adugodi,Monday,False,23,44,6,"[{'junction_name': 'No Junction', 'count': 27, 'share_pct': 61.4}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 12, 'share_pct': 27.3}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 2, 'share_pct': 4.5}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 2.3}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 2.3}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 2.3}]",12.933933249999999,77.62949835,CAR,5.0
Adugodi,Saturday,True,0,39,6,"[{'junction_name': 'No Junction', 'count': 21, 'share_pct': 53.8}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 6, 'share_pct': 15.4}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 5, 'share_pct': 12.8}, {'junction_name': 'BTP134 - Mico Bande', 'count': 4, 'share_pct': 10.3}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 2, 'share_pct': 5.1}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 2.6}]",12.9338381,77.6181966,MOTOR CYCLE,5.0
Adugodi,Saturday,True,1,28,6,"[{'junction_name': 'No Junction', 'count': 17, 'share_pct': 60.7}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 4, 'share_pct': 14.3}, {'junction_name': 'BTP134 - Mico Bande', 'count': 3, 'share_pct': 10.7}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 2, 'share_pct': 7.1}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 1, 'share_pct': 3.6}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 3.6}]",12.9370182,77.61776900000001,CAR,5.0
Adugodi,Saturday,True,2,39,2,"[{'junction_name': 'No Junction', 'count': 26, 'share_pct': 66.7}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 13, 'share_pct': 33.3}]",12.9334333,77.63023,CAR,5.0
Adugodi,Saturday,True,3,44,2,"[{'junction_name': 'No Junction', 'count': 25, 'share_pct': 56.8}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 19, 'share_pct': 43.2}]",12.9322251,77.63187535,CAR,5.0
Adugodi,Saturday,True,4,25,4,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 15, 'share_pct': 60.0}, {'junction_name': 'No Junction', 'count': 7, 'share_pct': 28.0}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 2, 'share_pct': 8.0}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 4.0}]",12.9357937,77.6157637,SCOOTER,5.0
Adugodi,Saturday,True,5,59,4,"[{'junction_name': 'No Junction', 'count': 46, 'share_pct': 78.0}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 10, 'share_pct': 16.9}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 2, 'share_pct': 3.4}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 1.7}]",12.9300731,77.633044,CAR,5.0
Adugodi,Saturday,True,6,69,4,"[{'junction_name': 'No Junction', 'count': 45, 'share_pct': 65.2}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 15, 'share_pct': 21.7}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 8, 'share_pct': 11.6}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 1.4}]",12.934712,77.6202878,CAR,5.0
Adugodi,Saturday,True,7,39,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 21, 'share_pct': 53.8}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 14, 'share_pct': 35.9}, {'junction_name': 'No Junction', 'count': 4, 'share_pct': 10.3}]",12.934679,77.6162068,SCOOTER,5.0
Adugodi,Saturday,True,8,23,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 15, 'share_pct': 65.2}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 5, 'share_pct': 21.7}, {'junction_name': 'No Junction', 'count': 3, 'share_pct': 13.0}]",12.9346649,77.6146763,CAR,5.0
Adugodi,Saturday,True,9,29,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 20, 'share_pct': 69.0}, {'junction_name': 'No Junction', 'count': 5, 'share_pct': 17.2}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 4, 'share_pct': 13.8}]",12.9340613,77.6131611,CAR,5.0
Adugodi,Saturday,True,10,17,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 12, 'share_pct': 70.6}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 4, 'share_pct': 23.5}, {'junction_name': 'No Junction', 'count': 1, 'share_pct': 5.9}]",12.9352387,77.6155168,CAR,5.0
Adugodi,Saturday,True,11,15,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 8, 'share_pct': 53.3}, {'junction_name': 'No Junction', 'count': 4, 'share_pct': 26.7}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 3, 'share_pct': 20.0}]",12.9358056,77.6158161,CAR,5.0
Adugodi,Saturday,True,12,6,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 6, 'share_pct': 100.0}]",12.9359225,77.6152188,CAR,5.0
Adugodi,Saturday,True,13,7,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 7, 'share_pct': 100.0}]",12.9358475,77.6152191,PASSENGER AUTO,5.0
Adugodi,Saturday,True,18,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9363898,77.6162264,MOTOR CYCLE,5.0
Adugodi,Saturday,True,19,8,4,"[{'junction_name': 'No Junction', 'count': 3, 'share_pct': 37.5}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 3, 'share_pct': 37.5}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 12.5}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 12.5}]",12.934076699999999,77.61616995,SCOOTER,5.0
Adugodi,Saturday,True,20,6,3,"[{'junction_name': 'No Junction', 'count': 4, 'share_pct': 66.7}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 1, 'share_pct': 16.7}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 16.7}]",12.9293736,77.6296808810547,CAR,5.0
Adugodi,Saturday,True,21,45,6,"[{'junction_name': 'No Junction', 'count': 30, 'share_pct': 66.7}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 10, 'share_pct': 22.2}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 2, 'share_pct': 4.4}, {'junction_name': 'BTP138 - Sarjapur Road Check Post', 'count': 1, 'share_pct': 2.2}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 2.2}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 2.2}]",12.933503,77.6304397,CAR,5.0
Adugodi,Saturday,True,22,54,6,"[{'junction_name': 'No Junction', 'count': 42, 'share_pct': 77.8}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 4, 'share_pct': 7.4}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 3, 'share_pct': 5.6}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 2, 'share_pct': 3.7}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 2, 'share_pct': 3.7}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 1.9}]",12.93365705,77.6234868,CAR,5.0
Adugodi,Saturday,True,23,25,2,"[{'junction_name': 'No Junction', 'count': 21, 'share_pct': 84.0}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 4, 'share_pct': 16.0}]",12.9360013,77.6223822,CAR,5.0
Adugodi,Sunday,True,0,15,2,"[{'junction_name': 'No Junction', 'count': 12, 'share_pct': 80.0}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 3, 'share_pct': 20.0}]",12.936015,77.62193,SCOOTER,5.0
Adugodi,Sunday,True,1,39,4,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 25, 'share_pct': 64.1}, {'junction_name': 'No Junction', 'count': 9, 'share_pct': 23.1}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 4, 'share_pct': 10.3}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 2.6}]",12.9362804,77.6162438,SCOOTER,5.0
Adugodi,Sunday,True,2,34,4,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 16, 'share_pct': 47.1}, {'junction_name': 'No Junction', 'count': 12, 'share_pct': 35.3}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 3, 'share_pct': 8.8}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 3, 'share_pct': 8.8}]",12.93611995,77.61608035,CAR,5.0
Adugodi,Sunday,True,3,34,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 24, 'share_pct': 70.6}, {'junction_name': 'No Junction', 'count': 9, 'share_pct': 26.5}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 1, 'share_pct': 2.9}]",12.9362195,77.61617025000001,CAR,5.0
Adugodi,Sunday,True,4,27,4,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 17, 'share_pct': 63.0}, {'junction_name': 'No Junction', 'count': 8, 'share_pct': 29.6}, {'junction_name': 'BTP123 - 10th Cross, Wilson Garden', 'count': 1, 'share_pct': 3.7}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 1, 'share_pct': 3.7}]",12.9359434,77.6161276,CAR,5.0
Adugodi,Sunday,True,5,55,8,"[{'junction_name': 'No Junction', 'count': 30, 'share_pct': 54.5}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 16, 'share_pct': 29.1}, {'junction_name': 'BTP134 - Mico Bande', 'count': 3, 'share_pct': 5.5}, {'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 2, 'share_pct': 3.6}, {'junction_name': 'BTP123 - 10th Cross, Wilson Garden', 'count': 1, 'share_pct': 1.8}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 1.8}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 1.8}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 1, 'share_pct': 1.8}]",12.9348261,77.6219451,CAR,5.0
Adugodi,Sunday,True,6,84,3,"[{'junction_name': 'No Junction', 'count': 50, 'share_pct': 59.5}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 32, 'share_pct': 38.1}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 2, 'share_pct': 2.4}]",12.9345579,77.62282745,CAR,5.0
Adugodi,Sunday,True,7,48,4,"[{'junction_name': 'No Junction', 'count': 26, 'share_pct': 54.2}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 20, 'share_pct': 41.7}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 2.1}, {'junction_name': 'BTP134 - Mico Bande', 'count': 1, 'share_pct': 2.1}]",12.93571255,77.6171848,SCOOTER,5.0
Adugodi,Sunday,True,8,48,5,"[{'junction_name': 'BTP136 - Hosur-Tavarkere Road Junction', 'count': 14, 'share_pct': 29.2}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 13, 'share_pct': 27.1}, {'junction_name': 'No Junction', 'count': 12, 'share_pct': 25.0}, {'junction_name': 'BTP126 - Dairy Circle', 'count': 5, 'share_pct': 10.4}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 4, 'share_pct': 8.3}]",12.9371851,77.61526119999999,SCOOTER,5.0
Adugodi,Sunday,True,9,34,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 24, 'share_pct': 70.6}, {'junction_name': 'No Junction', 'count': 7, 'share_pct': 20.6}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 3, 'share_pct': 8.8}]",12.93540535,77.6154264,SCOOTER,5.0
Adugodi,Sunday,True,10,14,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 8, 'share_pct': 57.1}, {'junction_name': 'No Junction', 'count': 4, 'share_pct': 28.6}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 2, 'share_pct': 14.3}]",12.9358143,77.61608205,CAR,5.0
Adugodi,Sunday,True,11,55,3,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 43, 'share_pct': 78.2}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 7, 'share_pct': 12.7}, {'junction_name': 'No Junction', 'count': 5, 'share_pct': 9.1}]",12.935962,77.6155767,SCOOTER,5.0
Adugodi,Sunday,True,12,39,2,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 31, 'share_pct': 79.5}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 8, 'share_pct': 20.5}]",12.9345801,77.6153024,CAR,5.0
Adugodi,Sunday,True,13,10,2,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 9, 'share_pct': 90.0}, {'junction_name': 'BTP140 - Madiwala Check Post', 'count': 1, 'share_pct': 10.0}]",12.93584295,77.61554505000001,CAR,5.0
Adugodi,Sunday,True,14,1,1,"[{'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 100.0}]",12.9358731,77.6152095,SCOOTER,5.0
Adugodi,Sunday,True,19,28,2,"[{'junction_name': 'No Junction', 'count': 27, 'share_pct': 96.4}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 1, 'share_pct': 3.6}]",12.9362713,77.62555625,CAR,5.0
Adugodi,Sunday,True,20,11,2,"[{'junction_name': 'No Junction', 'count': 7, 'share_pct': 63.6}, {'junction_name': 'BTP132 - Anepalya Junction', 'count': 4, 'share_pct': 36.4}]",12.940121,77.6233817,CAR,5.0
Adugodi,Sunday,True,21,17,2,"[{'junction_name': 'No Junction', 'count': 16, 'share_pct': 94.1}, {'junction_name': 'BTP133 - Adugodi Junction', 'count': 1, 'share_pct': 5.9}]",12.932488,77.6315659,CAR,5.0
Adugodi,Sunday,True,22,52,2,"[{'junction_name': 'No Junction', 'count': 50, 'share_pct': 96.2}, {'junction_name': 'BTP135 - UCO Bank Junction', 'count': 2, 'share_pct': 3.8}]",12.93253855,77.63148964999999,SCOOTER,5.0
Adugodi,Sunday,True,23,14,1,"[{'junction_name': 'No Junction', 'count': 14, 'share_pct': 100.0}]",12.93692415,77.6202533,CAR,5.0
